Bid,Price,Ask,Spread,Skew,Cash,Inventory,PnL,RSI,Trades,Informed Trades,Noise Trades,Trade Imbalance
99.0,100,101.0,0.02,0,101111.0,-11,11.0,50,2,0,2,11
99.0254428083071,99.27362687549585,101.5072834801945,0.025,0.8,102539.54749073838,-25,57.70681885097292,50,6,0,6,25
98.03676863519614,98.23323510540695,100.00143333730428,0.02,0.8,101951.3268789272,-19,84.89541192445904,50,7,0,7,19
96.29374637044047,97.61150164261579,97.75791889507971,0.015,-0.8,101951.3268789272,-19,96.70834771750378,50,7,0,7,19
95.63158833800298,97.83282694424858,98.0774090116092,0.025,-0.8,101951.3268789272,-19,92.5031669864693,50,7,0,7,19
97.23911402791897,97.82607045062271,99.19563543693143,0.02,0.4,101965.0225287903,-19,106.32719022847596,50,10,0,10,19
96.66110433848034,96.9033627453437,99.08368840711394,0.025,0.8,101965.0225287903,-19,123.85863662877819,50,10,0,10,19
96.36436443917577,96.7999642784287,96.84836426056792,0.005,-0.8,101097.74324883772,-10,129.74360605343827,50,11,0,11,10
96.08825872597862,96.3290814295525,98.49648576171744,0.025,0.8,101097.74324883772,-10,134.452434542196,50,11,0,11,10
96.90330435500341,97.09749935371083,98.84525434207762,0.02,0.8,100516.3234227077,-4,127.93342529286747,50,12,0,12,4
97.50603014081442,97.79942842609269,100.4400129935972,0.03,0.8,100516.3234227077,-4,125.1257090033323,50,12,0,12,4
97.51605163286814,98.25294874848176,99.97237535158018,0.025,0.4,100028.74316454337,1,126.99611329185427,50,13,0,13,-1
97.99807787816759,98.24368709590736,100.45417005556527,0.025,0.8,100736.83453928711,-6,147.3724167116743,50,15,0,15,6
97.41550220511115,98.15163950137143,99.86929319264543,0.025,0.4,100756.46486718739,-6,167.5550301791518,37.802872316355945,18,0,18,6
98.09086847505971,98.28744336178328,100.05661734229537,0.02,0.8,99971.73791938691,2,168.31280611047987,49.15844959741249,19,0,19,-2
99.42446515674924,99.52398914589513,100.41970504820819,0.01,0.8,99971.73791938691,2,170.78589767871017,50.346294492716154,19,0,19,-2
99.37541669502923,99.67444001507445,100.37216109517998,0.01,0.4,99375.48541921674,8,172.88093933733762,43.30230484615804,20,0,20,-8
98.7017448353623,98.7017448353623,98.7017448353623,0.0,0.8,99178.08192954601,10,165.09937789963442,36.92580336972451,21,0,21,-10
97.34298660148038,97.58695398644649,99.78266045114154,0.025,0.8,99277.86458999715,9,156.1471758751577,30.83828292603701,22,0,22,-9
95.95878161731306,96.1992798168552,98.36376361273443,0.025,0.8,99277.86458999715,9,143.65810834884178,26.782013187755723,22,0,22,-9
93.02016110981516,95.01548632258954,95.87062569949285,0.03,-0.4,99277.86458999715,9,133.00396690044727,21.72288507395845,22,0,22,-9
92.3711540069538,93.06917280297613,94.69788332702821,0.025,0.4,98538.89535794151,17,121.07129559210443,26.79895669320173,23,0,23,-17
92.88902606382393,93.73261964058923,95.70100465304161,0.03,0.4,99304.50339516584,9,148.0969719311397,25.64901488975515,24,0,24,-9
91.20729347947969,93.30669409665441,93.53996083189605,0.025,-0.8,99122.08880820689,11,148.46244327008026,20.763175333068858,25,0,25,-11
89.08720871909507,91.1378094312993,91.36565395487754,0.025,-0.8,99578.91707798127,6,125.74393456906546,35.55130103896708,26,1,25,-6
93.00237907675313,93.56376164663293,94.87365430968579,0.02,0.4,99299.90994075101,9,141.9837955707044,38.52761932623575,27,1,26,-9
94.14816248285436,94.14816248285436,94.14816248285436,0.0,0.4,98923.31729081958,13,147.24340309669788,45.38357272912534,28,1,27,-13
93.90199050583054,95.62320825440992,95.81445467091874,0.02,-0.8,98829.41530031375,14,168.14021587547904,43.202118398890335,29,1,28,-14
94.5755767267227,95.0030906345783,96.00062308624138,0.015,0.4,100173.42402352112,0,173.42402352111822,48.840577342073125,31,1,30,0
96.08259461873453,96.32340312655091,98.49067969689831,0.025,0.8,100173.42402352112,0,173.42402352111822,48.22402079357452,31,1,30,0
95.9250925850439,96.1655063509212,98.32923024381694,0.025,0.8,98638.62254216042,16,177.27064377516217,54.444721850407575,33,1,32,-16
96.8717207107271,97.7514840673331,97.84923555140043,0.01,-0.8,98638.62254216042,16,202.64628723774513,57.52569369103347,33,1,32,-16
97.40760145420697,98.64060906755137,99.87361668089576,0.025,0,99537.48509228848,7,227.96935576133546,53.15141870382368,34,1,33,-7
96.41549691501673,97.63594624305492,98.8563955710931,0.025,0,98766.16111696835,15,230.70031061416375,46.384018587499355,35,1,34,-15
93.83321412191023,95.84597969551606,96.7085935127757,0.03,-0.4,98015.49540399306,23,219.95293698992464,44.77466555028971,36,1,35,-23
95.37676434555422,95.37676434555422,95.37676434555422,0.0,0,98015.49540399306,23,209.16098394080473,44.84342368861053,36,1,35,-23
95.24932993596215,95.39241856380787,96.68021621441927,0.015,0.8,97443.99942437728,29,210.37956272771407,47.9865438464871,37,1,36,-29
95.37719900766962,96.09793350898703,97.7796473453943,0.025,0.4,97443.99942437728,29,230.839496137909,48.93600763716723,37,1,36,-29
96.31169107313352,96.31169107313352,96.31169107313352,0.0,0,97155.06435115788,32,237.0384654981608,51.93232748869149,39,1,38,-32
96.31057645663437,96.9895029774767,97.28047148640914,0.01,-0.4,97058.75377470125,33,259.40737295798317,53.98608401180038,40,1,39,-33
95.71382667245238,97.46825526726312,97.66319177779765,0.02,-0.8,96675.89846801144,37,282.2239129001682,59.12467076175577,41,1,40,-37
98.03544830921584,98.7762703367414,100.50485506763438,0.025,0.4,96675.89846801144,37,330.62047047086526,61.465197344112866,41,1,40,-37
