Bid,Price,Ask,Spread,Skew,Cash,Inventory,PnL,RSI,Trades,Informed Trades,Noise Trades,Trade Imbalance
99.7,100,102.7,0.03,0.8,100000,0,0,50,0,0,0,0
99.10056316669979,99.39875944503488,102.08252595005082,0.03,0.8,100000,0,0.0,50,0,0,0,0
102.66982608341462,102.9787623705262,105.7591889545304,0.03,0.8,100000,0,0.0,50,0,0,0,0
104.33219549999684,104.64613390170194,107.4715795170479,0.03,0.8,100000,0,0.0,50,0,0,0,0
102.55864020107772,102.8672419268583,105.64465745888347,0.03,0.8,100528.22328729442,-5,13.887077660125215,50,1,1,0,5
106.6080856376401,106.92887225440332,109.8159518052722,0.03,0.8,101077.30304632077,-10,8.014323776733363,50,2,2,0,10
104.91686710444354,106.83998686806878,107.05366684180491,0.02,-0.8,101612.5713805298,-15,9.97157750876795,50,3,2,1,15
105.28662911572357,105.92216208825309,107.40507235748863,0.02,0.4,101612.5713805298,-15,23.73894920600287,50,3,2,1,15
106.15556057261311,106.79633860423854,108.29148734469788,0.02,0.4,102695.48625397678,-25,25.577788870810764,50,5,4,1,25
110.95429983321644,111.62404409780326,113.1867807151725,0.02,0.4,102695.48625397678,-25,-95.11484846830717,50,5,4,1,25
110.48172647858406,111.14861818771033,112.70469884233827,0.02,0.4,102695.48625397678,-25,-83.22920071598492,50,5,4,1,25
109.4791264357944,110.13996623319356,111.68192576045827,0.02,0.4,102695.48625397678,-25,-58.012901853056974,50,5,4,1,25
114.2600763108994,114.94977496066338,116.55907181011267,0.02,0.4,103278.28161302734,-30,-170.21163579255517,50,6,4,2,30
115.10630831818736,115.10630831818736,115.10630831818736,0.0,0.8,103278.28161302734,-30,-174.90763651828456,66.37105947763989,6,4,2,30
112.57797324902685,112.57797324902685,112.57797324902685,0.0,0.8,103278.28161302734,-30,-99.0575844434643,69.93027189110504,6,4,2,30
115.6499048001109,115.6499048001109,115.6499048001109,0.0,0.8,102700.03208902679,-25,-191.2155309759837,61.139495133957304,7,5,2,25
111.1040795395037,111.77472790694537,113.33957409764261,0.02,0.4,102700.03208902679,-25,-94.33610864685033,60.22776698191681,7,5,2,25
110.67335481490178,111.34140323430763,112.90018287958794,0.02,0.4,103264.53300342473,-30,-75.70909360449878,61.990893001405674,8,6,2,30
112.59304747624236,112.59304747624236,112.59304747624236,0.0,0.8,103264.53300342473,-30,-113.25842086253397,63.06931511370688,10,7,3,30
113.35863397393541,113.35863397393541,113.35863397393541,0.0,0.8,103264.53300342473,-30,-136.22601579333423,57.8233787811897,10,7,3,30
111.08548439467721,111.08548439467721,111.08548439467721,0.0,0.8,103264.53300342473,-30,-68.0315284155804,65.63544640674965,10,7,3,30
116.85439378753675,116.85439378753675,116.85439378753675,0.0,0.8,103264.53300342473,-30,-241.09881020136527,56.31127411092638,10,7,3,30
112.06556001968251,112.06556001968251,112.06556001968251,0.0,0.8,102704.20520332632,-25,-97.43379716575146,50.24078067730232,11,7,4,25
107.63369140318812,108.28339175371039,109.79935923826234,0.02,0.4,102715.03354250168,-25,7.948748658920522,55.45194299873892,13,8,5,25
111.42177663514589,112.09434269129365,113.66366348897176,0.02,0.4,102715.03354250168,-25,-87.32502478065726,55.383514056023344,13,8,5,25
111.38027804548119,112.05259360712394,113.62132991762367,0.02,0.4,103283.1401920898,-30,-78.43761612390517,57.41465405599621,14,8,6,30
113.55096297982327,113.55096297982327,113.55096297982327,0.0,0.8,103283.1401920898,-30,-123.38869730489387,58.39113613746109,14,8,6,30
114.2682089675961,114.2682089675961,114.2682089675961,0.0,0.8,103283.1401920898,-30,-144.90607693807397,62.674302993857616,14,8,6,30
117.60121739916741,117.60121739916741,117.60121739916741,0.0,0.8,103871.14627908565,-35,-244.8963298852177,61.07689998057502,15,9,6,35
116.81487787276605,116.81487787276605,116.81487787276605,0.0,0.8,103871.14627908565,-35,-217.37444646116637,56.22221970427844,15,9,6,35
114.34114339657896,114.34114339657896,114.34114339657896,0.0,0.8,103871.14627908565,-35,-130.79373979462252,56.42418999503397,15,9,6,35
114.47508847883746,114.47508847883746,114.47508847883746,0.0,0.8,103871.14627908565,-35,-135.48181767365895,61.283544412108476,15,9,6,35
117.85878434184914,117.85878434184914,117.85878434184914,0.0,0.8,104460.4402007949,-40,-253.911172879074,64.37438348699837,16,9,7,40
120.30327023629911,120.30327023629911,120.30327023629911,0.0,0.8,104460.4402007949,-40,-351.69060865706706,67.5935309018077,16,9,7,40
123.12770273772969,123.12770273772969,123.12770273772969,0.0,0.8,103844.80168710624,-35,-464.6679087142984,68.7781421268009,17,10,7,35
124.22895076134243,124.22895076134243,124.22895076134243,0.0,0.8,103844.80168710624,-35,-503.2115895407478,69.53314114882204,17,10,7,35
124.92217707260797,124.92217707260797,124.92217707260797,0.0,0.8,103844.80168710624,-35,-527.4745104350295,68.90718992994502,17,10,7,35
124.68036462230653,124.68036462230653,124.68036462230653,0.0,0.8,103221.39986399471,-30,-519.0110746744904,56.108701700520506,18,11,7,30
117.38449200876148,118.99086873670703,119.16935503981209,0.015,-0.8,102634.4774039509,-25,-340.2943144667661,55.975325978571796,19,12,7,25
118.20955430621592,118.92309286339629,120.58801616348384,0.02,0.4,102043.42963241982,-20,-335.03222484810976,49.74056288713715,20,13,7,20
114.91087937544202,115.60450641392558,117.22296950372053,0.02,0.4,102043.42963241982,-20,-268.66049585868313,49.74139750496033,20,13,7,20
114.91133605204163,115.60496584712438,117.22343536898411,0.02,0.4,102043.42963241982,-20,-268.66968452266883,41.75044691244883,20,13,7,20
