Bid,Price,Ask,Spread,Skew,Cash,Inventory,PnL,RSI,Trades,Informed Trades,Noise Trades,Trade Imbalance
97.3,100,100.3,0.03,-0.8,100702.1,-7,2.1000000000058208,50,1,1,0,7
97.65350165875549,100.36331105730265,100.66440099047456,0.03,-0.8,100409.13949502374,-4,7.686250794533407,50,2,1,1,4
98.5152175595601,101.2489389101337,101.5526857268641,0.03,-0.8,100409.13949502374,-4,4.143739383216598,50,2,1,1,4
97.56252550290276,100.26981038325053,100.57061981440027,0.03,-0.8,99628.63929100052,4,29.71853253353038,50,3,1,2,-4
95.8044745806723,98.46297490305479,98.75836382776394,0.03,-0.8,99628.63929100052,4,22.491190612738137,50,3,1,2,-4
96.2633191107441,98.93455201515324,99.2313556711987,0.03,-0.8,99628.63929100052,4,24.37749906114186,50,3,1,2,-4
97.00480308291682,99.69661159600906,99.99570143079708,0.03,-0.8,99240.62007866886,8,38.19297143693257,50,4,1,3,-8
95.69116780671986,98.34652395346338,98.64156352532376,0.03,-0.8,98570.78190402182,15,45.97976332376129,50,5,1,4,-15
95.90099321470755,98.5621718547868,98.85785837035115,0.03,-0.8,98570.78190402182,15,49.21448184362089,50,5,1,4,-15
95.6876757284884,98.34293497275273,98.63796377767099,0.03,-0.8,99458.52357802086,6,48.58118785737315,50,6,1,5,-6
96.92293421024402,99.6124709252251,99.91130833800077,0.03,-0.8,100257.81404472487,-2,58.58910287442268,50,7,1,6,2
98.28108183803575,101.00830610281166,101.3113310211201,0.03,-0.8,100386.39761839376,-3,83.37270008532505,50,10,1,9,3
96.56179901997889,99.24131451179743,99.53903845533281,0.03,-0.8,100301.7447771152,-2,103.26214809159865,50,13,1,12,2
97.6985733367605,100.40963343963053,100.71086233994941,0.03,-0.8,100301.7447771152,-2,100.92551023593114,60.72322395951067,13,1,12,2
99.07278812217913,101.82198162608339,102.12744757096164,0.03,-0.8,100301.7447771152,-2,98.10081386302772,61.34693270020326,13,1,12,2
99.2838057348174,102.03885481481748,102.34497137926193,0.03,-0.8,100301.7447771152,-2,97.66706748555589,65.19526001952627,13,1,12,2
100.64814266292704,103.44105104103498,103.75137419415809,0.03,-0.8,99810.91698992549,3,121.24014304859156,58.94628281396453,17,1,16,-3
99.29917534805254,102.05465092297281,102.36081487574172,0.03,-0.8,99810.91698992549,3,117.08094269440335,59.63250431301388,17,1,16,-3
99.5213304735104,102.28297068192231,102.58981959396807,0.03,-0.8,99810.91698992549,3,117.76590197125915,53.27661623337394,17,1,16,-3
98.04901991137636,100.76980463656358,101.07211405047327,0.03,-0.8,100034.22287700012,1,134.9926816366933,56.07132699036592,19,1,18,-1
98.86505781895852,101.6084869670694,101.91331242797061,0.03,-0.8,99144.4373566295,10,160.52222630019241,56.58493545777159,20,1,19,-10
99.01492784922715,101.76251577515637,102.06780332248184,0.03,-0.8,99045.42242878026,11,164.8101023069903,57.03169517119856,21,1,20,-11
99.13868542807347,101.88970753142186,102.19537665401613,0.03,-0.8,99045.42242878026,11,166.20921162590093,58.37947998756341,21,1,20,-11
99.50031723862855,102.26137434596974,102.56815846900766,0.03,-0.8,99045.42242878026,11,170.29754658593447,56.32716542491585,21,1,20,-11
99.11025345109553,101.86048658899848,102.16606804876548,0.03,-0.8,99045.42242878026,11,165.88778125925455,58.81270749023989,21,1,20,-11
99.7320168012401,102.49950339284698,102.80700190302552,0.03,-0.8,99045.42242878026,11,172.9169661015767,56.941939197463206,21,1,20,-11
99.39872974614241,102.15696787887195,102.46343878250858,0.03,-0.8,98150.83386106498,20,193.97321864242258,49.24771538869772,22,1,21,-20
97.8786594882659,100.59471684302764,100.89650099355673,0.03,-0.8,99162.81671250584,10,168.76388093610876,50.70410387791068,25,1,24,-10
98.18727154474168,100.91189264618878,101.21462832412735,0.03,-0.8,99567.67522580235,6,173.14658167948073,55.29846693723795,26,1,25,-6
99.21365456269969,101.96675700174686,102.2726572727521,0.03,-0.8,98377.11137104995,18,212.51299708138686,54.258201416474606,28,1,27,-18
99.01759454403413,101.76525646868872,102.07055223809479,0.03,-0.8,98290.30560728216,19,223.84548018724308,51.142663890656955,30,1,29,-19
98.4280415022428,101.1593437844222,101.46282181577547,0.03,-0.8,97601.30931676646,26,231.45225516143546,52.15335690180976,31,1,30,-26
98.6294317319458,101.36632243776546,101.67042140507876,0.03,-0.8,98313.00226660202,19,238.9623929195659,56.82592026875982,33,1,32,-19
99.60778645449992,102.37182574974298,102.67894122699221,0.03,-0.8,97618.818916193,26,280.48638568632305,46.547403730277246,36,1,35,-26
97.55358556741717,100.26062237144622,100.56140423856056,0.03,-0.8,97618.818916193,26,225.59509785060072,50.12075855294899,36,1,35,-26
98.30907878510034,101.03707994357691,101.34019118340764,0.03,-0.8,97618.818916193,26,245.78299472600338,54.083663485195274,36,1,35,-26
99.21478004601508,101.9679137163567,102.27381745750577,0.03,-0.8,97420.38935610098,28,275.49094015896844,53.766920008146016,37,1,36,-28
99.15242106698938,101.90382432373009,102.20953579670129,0.03,-0.8,97727.01796349107,25,274.61357158432656,47.824256047324,38,1,37,-25
97.92383471999094,100.64114565261144,100.94306908956928,0.03,-0.8,97727.01796349107,25,243.04660480635357,44.728818404315916,38,1,37,-25
97.2095199642648,99.90700921301624,100.20673024065529,0.03,-0.8,96560.5037239199,37,257.0630648015067,43.668195741832,40,1,39,-37
96.96061889889118,99.65120133493441,99.95015493893922,0.03,-0.8,97460.05511837035,28,250.28875574850827,45.75196809409764,43,2,41,-28
