Bid,Price,Ask,Spread,Skew,Cash,Inventory,PnL,RSI,Trades,Informed Trades,Noise Trades,Trade Imbalance
99.1,100,102.1,0.03,0.4,99009.0,10,9.0,50,2,0,2,-10
99.95908279258005,100.10924666257391,101.46072149251866,0.015,0.8,99009.0,10,10.092466625734232,50,2,0,2,-10
99.12230743579097,99.27121425717674,100.61137564964862,0.015,0.8,98315.14384794947,17,2.7544903214729857,50,3,0,3,-17
99.28955146307051,99.43870952736155,100.78113210598093,0.015,0.8,98718.2683763734,13,10.971600229095202,50,4,0,4,-13
98.41318983281352,98.56103137988335,99.89160530351177,0.015,0.8,98718.2683763734,13,-0.43821568811836187,50,4,0,4,-13
98.6075935428007,98.75572713350095,100.08892944980322,0.015,0.8,98126.62281511659,19,2.9816306530992733,50,5,0,5,-19
97.00338059431323,97.14910425068926,98.46061715807357,0.015,0.8,98029.61943452228,20,-27.398480463933083,50,6,0,6,-20
97.54561453024982,97.6921527593889,99.01099682164066,0.015,0.8,98029.61943452228,20,-16.537510289941565,50,6,0,6,-20
96.05979166661473,96.20409781333473,97.50285313381474,0.015,0.8,98029.61943452228,20,-46.29860921103682,50,6,0,6,-20
95.20542479168364,95.34844746287796,96.6356515036268,0.015,0.8,97847.78994521056,22,-54.54421060612367,50,8,1,7,-22
94.00093815862286,94.14215138570141,95.41307042940838,0.015,0.8,98038.61608606938,20,-78.54088621659321,50,9,1,8,-20
94.23299232963421,94.37455416087553,95.64861064204736,0.015,0.8,98421.21052863757,16,-68.79660478841106,50,10,1,9,-16
93.3717258514745,93.51199384223786,94.77440575910806,0.015,0.8,97114.00636671693,30,-80.63381801593641,50,12,1,11,-30
91.39764819234767,91.53495061827509,92.7706724516218,0.015,0.8,97299.54771162017,28,-137.4736710681318,9.761912174683843,14,1,13,-28
89.02955413633057,90.66146042396188,90.8427833448098,0.02,-0.8,98026.28997837864,20,-160.48081314211595,8.823283346864656,15,1,14,-20
87.8790222206978,89.48983932861283,89.66881900727006,0.02,-0.8,98026.28997837864,20,-183.91323504909815,16.28200422916707,15,1,14,-20
89.68342434766038,90.49790549713458,92.39836151257441,0.03,0.4,97577.87285664034,25,-159.67950593128626,20.494919390580932,16,1,15,-25
90.28430114683373,91.10423930053858,93.01742832584989,0.03,0.4,96765.31414631884,34,-137.14171746285865,18.791837054668036,17,2,15,-34
88.46863411854441,90.09025877652181,90.27043929407485,0.02,-0.8,96322.97097572612,39,-163.50893198953418,18.784511497011948,18,2,16,-39
89.27506749800163,90.08584005852839,90.17592589858693,0.01,-0.8,97314.90616061058,28,-162.6903177506174,18.75091794587422,20,2,18,-28
89.25638017099273,90.06698301815614,91.95838966153741,0.03,0.4,97314.90616061058,28,-163.21831488104363,23.8851251499172,20,2,18,-28
89.91088121929374,90.72742807194122,92.63270406145199,0.03,0.4,96865.35175451411,33,-140.64311911183177,22.784123953477007,21,2,19,-33
89.44612395071161,90.25845000071807,92.15387745073315,0.03,0.4,97326.12114176777,28,-146.6422582121304,21.7835655373043,22,2,20,-28
89.01609794491888,89.82451861243077,91.71083350329181,0.03,0.4,97326.12114176777,28,-158.7923370841745,24.89132383208573,22,2,20,-28
89.39233108664509,90.20416860408183,92.09845614476755,0.03,0.4,98062.90879092591,20,-133.0078369924595,31.25538077437905,23,2,21,-20
90.75247330405786,91.02554995391962,91.66272880359706,0.01,0.4,99621.17518058707,3,-105.74816955116694,34.04408305748734,25,2,23,-3
90.58349096596936,91.40614628251197,93.32567535444473,0.03,0.4,99621.17518058707,3,-104.60638056539756,35.689459484858546,25,2,23,-3
90.8043795318374,91.62904089993683,93.5532507588355,0.03,0.4,99621.17518058707,3,-103.9376967131102,39.95897827273161,25,2,23,-3
91.94235971228198,92.2190167625697,92.86454987990768,0.01,0.4,99621.17518058707,3,-102.16776912521163,38.29099296498224,25,2,23,-3
91.03282254508291,91.859558572233,93.7886093022499,0.03,0.4,99541.16550507066,4,-91.39626064040931,45.7168893100486,27,2,25,-4
92.67457908085326,92.95343939905041,93.60411347484376,0.01,0.4,99920.22963093998,0,-79.7703690600174,49.92165018224425,30,3,27,0
93.38117553415334,93.66216202021398,94.31779715435547,0.01,0.4,99453.32375326921,5,-78.36543662971235,44.4362998391524,32,3,29,-5
92.61338897147256,92.61338897147256,92.61338897147256,0.0,-0.2,99360.71036429773,6,-83.60930187343911,44.80980008141004,34,3,31,-6
92.39534939553849,92.67336950405064,93.322083090579,0.01,0.4,99920.64286284121,0,-79.35713715878956,47.53380726176016,35,3,32,0
92.82424318888029,93.10355385043158,93.7552787273846,0.01,0.4,99734.99437646345,2,-78.79851583568961,46.218973068635705,36,3,33,-2
92.5946973125784,92.87331726437152,93.52343048522212,0.01,0.4,98994.23679796283,10,-77.03002939345606,51.17603923185114,38,3,35,-10
93.37706000157061,93.65803410388226,94.31364034260943,0.01,0.4,98530.1612389781,15,-64.96824946367997,51.01791050930895,40,3,37,-15
93.35263042625685,93.6335310193148,94.28896573645001,0.01,0.4,98530.1612389781,15,-65.33579573218594,54.874097110356665,40,3,37,-15
94.12138814449133,94.26278231796829,95.53532987926086,0.015,0.8,98816.76722861588,12,-52.079383568503545,46.51474192259454,41,3,38,-12
92.65016428164918,92.92895113505435,93.57945379299973,0.01,0.4,98816.76722861588,12,-68.0853577634698,53.41643508651853,41,3,38,-12
93.85112520511437,94.13352578246176,94.79246046293899,0.01,0.4,98159.80935218008,19,-51.653657953153015,51.58885200428993,42,4,38,-19
