Bid,Price,Ask,Spread,Skew,Cash,Inventory,PnL,RSI,Trades,Informed Trades,Noise Trades,Trade Imbalance
99.65,100,100.15,0.005,-0.4,100000,0,0,50,0,0,0,0
99.75523932267839,100.10560895401746,100.25576736744848,0.005,-0.4,100000,0,0.0,50,0,0,0,0
100.02570309392237,100.37702267327884,100.52758820728876,0.005,-0.4,100000,0,0.0,50,0,0,0,0
99.37034218104678,99.71935994083972,99.86893898075098,0.005,-0.4,100000,0,0.0,50,0,0,0,0
99.39159212177923,99.7406845175908,99.89029554436718,0.005,-0.4,100300.16959005568,-3,0.947536502906587,50,2,0,2,3
99.85333483379809,100.20404900531669,100.35435507882467,0.005,-0.4,102307.25669163218,-23,2.5635645098955138,50,5,0,5,23
100.66471394235016,101.01827791505285,101.16980533192543,0.005,-0.4,102408.42649696411,-24,-16.012172997157904,50,6,0,6,24
102.01915103568115,102.37747218834033,102.53103839662285,0.005,-0.4,102412.0097084907,-24,-45.049624029459665,50,8,0,8,24
100.84013859180978,101.19431870728528,101.3461101853462,0.005,-0.4,102720.60178338857,-27,-11.644821708134259,50,11,0,11,27
101.3366138208557,101.69253770281556,101.84507650936978,0.005,-0.4,102720.60178338857,-27,-25.096734587452374,50,11,0,11,27
101.91205057562307,102.26999556008336,102.42340055342349,0.005,-0.4,102720.60178338857,-27,-40.6880967336765,50,11,0,11,27
102.76296249359281,103.12389613004798,103.27858197424305,0.005,-0.4,102720.60178338857,-27,-63.74341212272702,50,11,0,11,27
101.3642712962315,101.72029231934921,101.87287275782823,0.005,-0.4,102720.60178338857,-27,-25.846109233854804,50,11,0,11,27
101.35515813573247,101.71114715076013,101.86371387148627,0.005,-0.4,102720.60178338857,-27,-25.599189681946882,45.29810606774724,11,0,11,27
98.58397783676253,100.39101612704941,100.59179815930351,0.02,-0.8,102720.60178338857,-27,10.04434795823181,48.72859172694041,11,0,11,27
100.66973721811966,101.0233188340388,101.17485381228987,0.005,-0.4,103631.17546769918,-36,-5.664010326217976,49.29530481694101,12,0,12,36
100.77401204646536,101.12795990613684,101.27965184599604,0.005,-0.4,103631.17546769918,-36,-9.431088921744958,46.699468208588584,12,0,12,36
100.28707566925814,100.63931326568805,100.79027223558657,0.005,-0.4,103631.17546769918,-36,8.160190134411096,47.5825964298664,12,0,12,36
100.43174084496555,100.78448654788313,100.93566327770496,0.005,-0.4,103229.44850431933,-32,4.344934787062812,45.403364803362365,13,0,13,32
100.0426039151626,100.39398285515564,100.54457382943838,0.005,-0.4,103433.54947146386,-34,20.154054388563964,53.23454197429517,15,0,15,34
101.36379113898326,101.71981047564803,101.8723901913615,0.005,-0.4,102724.00293349098,-27,-22.431949351521325,49.36769975792493,16,1,15,27
100.69385706152202,101.04752339339892,101.19909467848902,0.005,-0.4,102724.50817110795,-27,-3.7749605138087645,47.20028971451654,18,2,16,27
100.30059606647455,100.65288115050132,100.80386047222707,0.005,-0.4,102729.03755075973,-27,11.40975969619467,49.81460743900412,21,3,18,27
100.73388644236665,101.08769336915871,101.23932490921246,0.005,-0.4,101822.43257277843,-18,2.854092133580707,54.744456153276786,22,3,19,18
101.61906184108489,101.97597776325628,102.12894172990117,0.005,-0.4,102435.20622315783,-24,-12.21724316032487,52.91559859217683,23,3,20,24
101.32987098665815,101.68577118580848,101.83829984258719,0.005,-0.4,103351.75092174111,-33,-3.879527390570729,51.561003449885554,24,3,21,33
101.11869317376787,101.47385165455883,101.62606243204067,0.005,-0.4,103154.58722797631,-31,8.897826684988104,47.13474179951279,28,3,25,31
100.39935392955903,100.75198588013951,100.90311385895973,0.005,-0.4,103760.00591113007,-37,32.18243356489984,52.7413247943643,30,4,26,37
101.32245671461082,101.67833087266516,101.83084836897416,0.005,-0.4,103456.03854098624,-34,-1.0247086843737634,49.82974964838241,31,4,27,34
100.85020148226067,101.20441694155612,101.35622356696845,0.005,-0.4,103964.8437471599,-39,17.871486439209548,55.23254866445881,33,4,29,39
101.80887684835082,102.1664594564484,102.31970914563307,0.005,-0.4,103353.9904860698,-33,-17.50267599298968,46.301536629955365,34,4,30,33
100.21439488508119,100.56637720529974,100.71722677110769,0.005,-0.4,102552.27532698915,-25,38.115896856659674,45.783632560642225,35,4,31,25
100.11081667238048,100.46243519556495,100.6131288483583,0.005,-0.4,102552.27532698915,-25,40.71444710003561,48.502610292446285,35,4,31,25
100.56481081010435,100.91802389373241,101.069400929573,0.005,-0.4,103259.76113349617,-32,30.384368896731758,43.13966386942767,36,4,32,32
99.51980903486091,99.86935176604206,100.01915579369113,0.005,-0.4,103560.31794763608,-35,64.89063582461677,52.839213194785266,39,5,34,35
101.32475627774048,101.68063851253434,101.83315947030314,0.005,-0.4,104680.48270180941,-46,3.173330232821172,51.403686477971924,41,5,36,46
101.05037485144061,101.40529337826453,101.55740131833193,0.005,-0.4,105086.71230708274,-50,16.447638169513084,62.84459147257683,42,6,36,50
101.48695995038605,104.30314486165062,104.61605429623557,0.03,-0.8,105086.71230708274,-50,-128.44493599979614,65.53993840316909,42,6,36,50
102.35681292021677,105.1971355809011,105.5127269876438,0.03,-0.8,105086.71230708274,-50,-173.14447196232504,61.03119519488653,42,6,36,50
103.98651017600004,104.3517412704466,104.50826888235227,0.005,-0.4,105086.71230708274,-50,-130.87475643958896,61.10145343137983,42,6,36,50
104.007048563259,104.3723517945399,104.52891032223171,0.005,-0.4,106027.47249998282,-59,-130.49625589503557,61.18320209070224,43,6,37,59
