Bid,Price,Ask,Spread,Skew,Cash,Inventory,PnL,RSI,Trades,Informed Trades,Noise Trades,Trade Imbalance
99.7,100,102.7,0.03,0.8,100000,100,0,50,0,0,0,0
99.02201779334952,99.46963113345005,99.51936594901677,0.005,-0.8,101094.71302543918,89,-52.48980368376942,50,2,0,2,11
98.72864608390009,99.17493328367664,99.22452075031848,0.005,-0.8,101094.71302543918,89,-78.71791231360112,50,2,0,2,11
97.58052603642419,98.02162334146077,98.0706341531315,0.005,-0.8,100606.81039525707,94,-179.15701064562018,50,3,0,3,6
97.4558503245205,97.89638405275791,97.94533224478428,0.005,-0.8,100606.81039525707,94,-190.9295037836855,50,3,0,3,6
97.30352261650526,97.74336777147691,97.79223945536265,0.005,-0.8,99633.77516909203,104,-200.91458267437702,50,5,1,4,-4
96.82763082792758,97.26532478948025,97.31395745187498,0.005,-0.8,99633.77516909203,104,-250.6310528020258,50,5,1,4,-4
95.8865706855943,96.12688790535769,98.28974288322824,0.025,0.8,99633.77516909203,104,-369.02848875077325,50,5,1,4,-4
95.85398223118882,96.0942177756279,98.25633767557953,0.025,0.8,99363.0297105092,107,-354.8889874986198,50,8,1,7,-7
95.11237170359357,95.35074857503115,97.49614041796934,0.025,0.8,99363.0297105092,107,-434.4401919624652,50,8,1,7,-7
94.93729115248674,95.17522922555061,97.3166718831255,0.025,0.8,100046.62579442172,100,-435.8512830232212,50,10,1,9,0
97.087283228001,97.33060975238196,99.52054847181056,0.025,0.8,100444.70798830896,96,-211.5534754623659,50,11,1,10,4
99.20792963391092,99.65638335902653,99.70621155070604,0.005,-0.8,100644.12041141037,94,11.820447158868774,50,12,1,11,6
98.04874672862263,98.4919605511026,98.54120653137815,0.005,-0.8,100644.12041141037,94,-97.6352967859857,53.80881646761827,12,1,11,6
99.44438348674771,99.69361753057414,101.93672392501206,0.025,0.8,100644.12041141037,94,15.32045928433945,47.076513405234145,12,1,11,6
97.80051427980773,98.09479867583524,100.74335824008278,0.03,0.8,100546.31989713057,95,-134.67422866508423,47.93324822278036,13,1,12,5
97.99517819329375,98.29004833830868,100.94387964344301,0.03,0.8,99863.30235122766,102,-111.11271826486336,48.70937292254438,15,1,14,-2
98.16414301471373,98.45952157945209,101.1179286620973,0.03,0.8,99863.30235122766,102,-93.82644766822341,50.610287460164315,15,1,14,-2
98.61868007913253,98.86584469085967,101.09032619640402,0.025,0.8,100376.1689205615,97,-33.84414442512207,49.481385790229226,17,1,16,3
98.18973244255511,98.63358356861387,98.68290036039818,0.005,-0.8,101264.31502380507,88,-55.92962215690932,46.09469744323969,18,1,17,12
97.62942080658298,97.92319037771614,100.56711651791447,0.03,0.8,101367.81983603432,87,-112.86260110436706,40.08432086932613,20,1,19,13
96.18862299922509,96.4780571707373,99.08296471434721,0.03,0.8,100886.87672103819,92,-237.14201925398083,45.0501586240489,21,1,20,8
97.11586634223367,97.4080906140759,100.03810906065596,0.03,0.8,101086.9529391595,90,-146.31890557367296,47.079809756984055,22,1,21,10
97.51430090025752,97.80772407247495,100.44853262243178,0.03,0.8,101086.9529391595,90,-110.35189431774779,44.26421317757967,22,1,21,10
96.87716064668597,97.16866664662584,99.79222064608473,0.03,0.8,100990.07577851281,91,-167.57555664423853,47.37138054894794,23,1,22,9
97.46122042715906,97.75448387879545,100.39385494352294,0.03,0.8,101415.1122744178,87,-80.24762812699191,46.962354210447685,26,1,25,13
97.37648919520154,97.66949768826635,100.30657412584954,0.03,0.8,101415.1122744178,87,-87.64142670303409,49.99626112568939,26,1,25,13
97.78202359718694,98.22403174001701,98.27314375588702,0.005,-0.8,101023.98418002905,91,-37.62893162941327,52.51542672667955,27,1,26,9
98.45483968823531,98.70159367241635,100.92237953004572,0.025,0.8,101427.67369814923,87,14.712347649445292,56.19256579364506,28,1,27,13
99.191837028485,99.44043812379448,101.67784798157986,0.025,0.8,101427.67369814923,87,78.99181491935451,55.38812554000002,28,1,27,13
99.0634855581383,99.31176497056471,101.54627968240241,0.025,0.8,101130.48324147481,90,68.54208882563398,55.57802897029051,29,1,28,10
99.09907623261176,99.34744484472357,101.58276235372985,0.025,0.8,102044.72810265838,81,91.87113508098992,65.46878119672449,30,1,29,19
101.32282956486655,101.57677149360056,103.86224885220658,0.025,0.8,102267.68911608684,79,292.2540640812804,54.49710972978768,32,1,31,21
99.25631024283965,99.70498266483139,99.75483515616381,0.005,-0.8,102267.68911608684,79,144.3827466085204,48.9695142867227,32,1,31,21
98.09088251418747,98.53428680480911,98.58355394821152,0.005,-0.8,102267.68911608684,79,51.89777366675844,47.452853425176514,32,1,31,21
97.3080121159726,98.19173775577457,100.25376424864584,0.03,0.4,101781.14905550698,84,29.25502699203207,43.72631016119776,33,1,32,16
95.12685374622234,97.31647442068781,97.55976560673953,0.025,-0.8,101781.14905550698,84,-44.26709315524204,45.14398617660466,33,1,32,16
97.29118514921771,97.583936960098,100.21870325802065,0.03,0.8,101781.14905550698,84,-21.80023984478612,42.07123648660136,33,1,32,16
96.57331855078645,96.86391028163135,99.47923585923539,0.03,0.8,102676.4621782401,75,-58.74455063755158,37.04738648848896,34,1,33,25
95.24527942029644,95.53187504543274,98.11123567165943,0.03,0.8,102676.4621782401,75,-158.64719335244445,30.961546489070344,34,1,33,25
93.21538856976008,93.49587619835515,96.02026485571074,0.03,0.8,102402.42576510271,78,-304.89589142557816,32.903007489059135,36,1,35,22
93.54739818784068,93.82888484236778,96.36226473311172,0.03,0.8,103269.68614770072,69,-256.1207981759071,33.21012315712184,37,1,36,31
